,GEM plant ID,Plant name (English),Owner,Owner GEM entity ID,Parent (English),Parent GEM entity ID,Location address,Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,Plant age,Status,Nominal crude steel capacity (ttpa),Nominal iron capacity (ttpa),Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Retired year,latitude,longitude,geometry,GID_1,within_target_boundaries,which_boundary,GID_2,GID_3,GID_4,GID_5
1124,P100000120747,Eastern Steel Kemaman plant,Eastern Steel Sdn Bhd,E100000130938,Beijing Jianlong Investment Co Ltd; Hiap Teck Venture Bhd; unknown,E100000000155; E100000130720; E100000132388,"Lot 6293 & 6294, Teluk Kalung Industrial Estate, 24000 Kemaman, Terengganu Darul Iman, Malaysia",Kemaman,Terengganu,Malaysia,South-Eastern Asia,"4.2850620, 103.4325510",exact,11,operating,2700.0,2400.0,2011-12-01 00:00:00,,2015,,,,,4.285062,103.432551,POINT (103.432551 4.285062),,0,,,,,
1125,P100000120748,Ann Joo Integrated Steel Penang plant,Ann Joo Integrated Steel Sdn Bhd,E100000130959,Ann Joo Resources Bhd [100.0%],E100000130723 [100.0%],"Lot 1236, Prai Industrial Estate, 13600 Prai, Penang, Malaysia",Prai,Penang,Malaysia,South-Eastern Asia,"5.3803910, 100.3775980",exact,19,operating,900.0,500.0,,,2007,,,,,5.380391,100.377598,POINT (100.377598 5.380391),,0,,,,,
1126,P100000120749,Ann Joo Steel Selangor plant,Ann Joo Steel Bhd,E100000130719,Ann Joo Resources Bhd [100.0%],E100000130723 [100.0%],"Lot 9, Persiaran Perusahaan, Section 23, 40300 Shah Alam, Selangor Darul Ehsan, Malaysia",Shah Alam,Selangor,Malaysia,South-Eastern Asia,"3.0425850, 101.5370110",exact,65,operating,820.0,,,,1961,,,,,3.042585,101.537011,POINT (101.537011 3.042585),,0,,,,,
1127,P100000120750,Alliance Steel Kuantan plant,Alliance Steel (M) Sdn Bhd,E100000131062,Guangxi Beibu Gulf International Port Group Co Ltd [50.0%]; Guangxi Shenglong Metallurgical Co Ltd [50.0%],E100000127970 [50.0%]; E100000123226 [50.0%],"Kawasan Industri Malaysia-China Kuantan (MCKIP), Jalan Gebeng By Pass, 26080 Kuantan, Pahang Darul Makmur, Malaysia",Kuantan,Pahang,Malaysia,South-Eastern Asia,"4.0075950, 103.3444580",exact,9,announced,6500.0,6500.0,2013-02-01 00:00:00,2014-12-01 00:00:00,2017,,,,,4.007595,103.344458,POINT (103.344458 4.007595),,0,,,,,
1128,P100000120750,Alliance Steel Kuantan plant,Alliance Steel (M) Sdn Bhd,E100000131062,Guangxi Beibu Gulf International Port Group Co Ltd [50.0%]; Guangxi Shenglong Metallurgical Co Ltd [50.0%],E100000127970 [50.0%]; E100000123226 [50.0%],"Kawasan Industri Malaysia-China Kuantan (MCKIP), Jalan Gebeng By Pass, 26080 Kuantan, Pahang Darul Makmur, Malaysia",Kuantan,Pahang,Malaysia,South-Eastern Asia,"4.0075950, 103.3444580",exact,9,operating,3500.0,3500.0,2013-02-01 00:00:00,2014-12-01 00:00:00,2017,,,,,4.007595,103.344458,POINT (103.344458 4.007595),,0,,,,,
1129,P100000120752,Tete Steel Maputo plant,Baobab Steel Ltd,E100000130753,Baobab Steel Ltd [100.0%],E100000130753 [100.0%],"Tete, Tete, Mozambique",Tete,Tete,Mozambique,Sub-Saharan Africa,"-15.7243450, 33.7626640",exact,,construction,500.0,1100.0,2016-10-01 00:00:00,2022,2027,,,,,-15.724345,33.762664,POINT (33.762664 -15.724345),,0,,,,,
1130,P100000120753,Abba Steel Ohangwena steel plant,Abba Steel Ltd,E100001012072,Abba Steel Ltd [100.0%],E100001012072 [100.0%],"Eeshoke Village, Oshikango, Ohangwena Region, Namibia",Oshikango,Ohangwena,Namibia,Sub-Saharan Africa,"-17.3978660, 15.8910220",approximate,1,construction,3000.0,,2019,2020,2025,,,,,-17.397866,15.891022,POINT (15.891022 -17.397866),,0,,,,,
1131,P100000120754,HyIron Steel Namibia plant,Hyron Africa,E100000131186,Lodestone Holdings Group (Namibia) Pty Ltd,E100001016207,Namibia,,,Namibia,Sub-Saharan Africa,"-22.0841830, 17.4099154",approximate,0.86,construction,1500.0,,2022-09-01 00:00:00,2023-11-01 00:00:00,2025-04-11 00:00:00,,,,,-22.084183,17.4099154,POINT (17.4099154 -22.084183),,0,,,,,
1132,P100000120754,HyIron Steel Namibia plant,Hyron Africa,E100000131186,Lodestone Holdings Group (Namibia) Pty Ltd,E100001016207,Namibia,,,Namibia,Sub-Saharan Africa,"-22.0841830, 17.4099154",approximate,0.86,operating,,1000.0,2022-09-01 00:00:00,2023-11-01 00:00:00,2025-04-11 00:00:00,,,,,-22.084183,17.4099154,POINT (17.4099154 -22.084183),,0,,,,,
1133,P100000120755,Premium Steel Warri plant,Premium Steel and Mines Ltd,E100000131157,Premium Steel and Mines Ltd [100.0%],E100000131157 [100.0%],"Vwian-Aladja, Warri, Delta State, Nigeria",Warri,Delta State,Nigeria,Sub-Saharan Africa,"5.4807630, 5.7698390",exact,44,mothballed,1000.0,1020.0,,,1982,,2021,,,5.480763,5.769839,POINT (5.769839 5.480763),,0,,,,,
1134,P100000120756,Ajaokuta Steel plant,Ajaokuta Steel Co Ltd,E100000002408,Ajaokuta Steel Co Ltd [100.0%],E100000002408 [100.0%],"Ajaokuta Steel Company Ltd, 263106, Ajaokuta, Nigeria",Ajaokuta,Kogi State,Nigeria,Sub-Saharan Africa,"7.5113360, 6.6893640",exact,,construction,1300.0,1355.0,,1979,,,1994,,,7.511336,6.689364,POINT (6.689364 7.511336),,0,,,,,
1135,P100000120757,African Natural Resources and Mines Kaduna steel plant,African Natural Resources & Mines Ltd,E100000131098,African Industries Ltd,E100000131145,"Gujeni village, Kagarko, Kaduna, Nigeria",Kagarko,Kaduna State,Nigeria,Sub-Saharan Africa,"9.4627150, 7.3680000",exact,1.45,construction,1000.0,,2012,,2024-09-07 00:00:00,,,,,9.462715,7.368,POINT (7.368 9.462715),,0,,,,,
1136,P100000120757,African Natural Resources and Mines Kaduna steel plant,African Natural Resources & Mines Ltd,E100000131098,African Industries Ltd,E100000131145,"Gujeni village, Kagarko, Kaduna, Nigeria",Kagarko,Kaduna State,Nigeria,Sub-Saharan Africa,"9.4627150, 7.3680000",exact,1.45,operating,,1000.0,2012,,2024-09-07 00:00:00,,,,,9.462715,7.368,POINT (7.368 9.462715),,0,,,,,
1137,P100000120758,Tata Steel IJmuiden steel plant,Tata Steel Ijmuiden BV,E100001010177,Tata Steel Ltd,E100001010018,"Wenckebachstraat 1, 1951JZ, Velsen-Noord, Netherlands",Velsen-Noord,North Holland,Netherlands,Western Europe,"52.4841180, 4.6155840",exact,108,announced,6000.0,5655.0,,,1918,,,,,52.484118,4.615584,POINT (4.615584 52.484118),,0,,,,,
1138,P100000120758,Tata Steel IJmuiden steel plant,Tata Steel Ijmuiden BV,E100001010177,Tata Steel Ltd,E100001010018,"Wenckebachstraat 1, 1951JZ, Velsen-Noord, Netherlands",Velsen-Noord,North Holland,Netherlands,Western Europe,"52.4841180, 4.6155840",exact,108,operating pre-retirement,7500.0,6500.0,,,1918,,,,,52.484118,4.615584,POINT (4.615584 52.484118),,0,,,,,
1139,P100000120759,Van Merksteijn International steel plant,Van Merksteijn International BV,E100000131042,Van Merksteijn International BV [100.0%],E100000131042 [100.0%],"Eemshaven, Netherlands",Eemshaven,Groningen,Netherlands,Western Europe,"53.4405810, 6.8447730",approximate,,announced,580.0,,2019,,,,,,,53.440581,6.844773,POINT (6.844773 53.440581),,0,,,,,
1140,P100000120760,Sev.en GI Mo i Rana steel plant,Sev.en Global Investments AS,E100001010410,Indenelem establishment [100.0%],E100002021919 [100.0%],"Mo Industrial Park, Verkstedløypa, 8626 Mo i Rana, Norway",Verkstedløypa,Mo i Rana,Norway,Northern Europe,"66.3115190, 14.1675570",exact,80,operating,770.0,,,,1946,,,,,66.311519,14.167557,POINT (14.167557 66.311519),,0,,,,,
1141,P100000120761,BlueScope New Zealand Steel Glenbrook,New Zealand Steel Ltd,E100000130799,BlueScope Steel Ltd [100.0%],E100000130689 [100.0%],"Mission Bush Road, Glenbrook, South Auckland, New Zealand",Glenbrook,South Auckland,New Zealand,Australia and New Zealand,"-37.2068780, 174.7280980",exact,57,construction,650.0,,,,1969,,,,,-37.206878,174.728098,POINT (174.728098 -37.206878),NZL.1_1,1,NZL.1_1,,,,
1142,P100000120761,BlueScope New Zealand Steel Glenbrook,New Zealand Steel Ltd,E100000130799,BlueScope Steel Ltd [100.0%],E100000130689 [100.0%],"Mission Bush Road, Glenbrook, South Auckland, New Zealand",Glenbrook,South Auckland,New Zealand,Australia and New Zealand,"-37.2068780, 174.7280980",exact,57,operating,,326.0,,,1969,,,,,-37.206878,174.728098,POINT (174.728098 -37.206878),NZL.1_1,1,NZL.1_1,,,,
1143,P100000120761,BlueScope New Zealand Steel Glenbrook,New Zealand Steel Ltd,E100000130799,BlueScope Steel Ltd [100.0%],E100000130689 [100.0%],"Mission Bush Road, Glenbrook, South Auckland, New Zealand",Glenbrook,South Auckland,New Zealand,Australia and New Zealand,"-37.2068780, 174.7280980",exact,57,operating pre-retirement,670.0,326.0,,,1969,,,,,-37.206878,174.728098,POINT (174.728098 -37.206878),NZL.1_1,1,NZL.1_1,,,,
1144,P100000120762,Jindal Steel Sohar plant,Jindal Shadeed Iron & Steel LLC,E100001010329,Templar Investments Ltd,E100001010331,"Jindal Shadeed Iron & Steel, Sohar Port, Plot − 12, PO Box 404, PC 322, Falaj Al Qabail, Sohar, Sultanate of Oman",Sohar,Al Batinah North,Oman,,"24.5025510, 56.6007390",exact,16,construction,100.0,,,2005,2010,,,,,24.502551,56.600739,POINT (56.600739 24.502551),,0,,,,,
1145,P100000120762,Jindal Steel Sohar plant,Jindal Shadeed Iron & Steel LLC,E100001010329,Templar Investments Ltd,E100001010331,"Jindal Shadeed Iron & Steel, Sohar Port, Plot − 12, PO Box 404, PC 322, Falaj Al Qabail, Sohar, Sultanate of Oman",Sohar,Al Batinah North,Oman,,"24.5025510, 56.6007390",exact,16,operating,2500.0,2000.0,,2005,2010,,,,,24.502551,56.600739,POINT (56.600739 24.502551),,0,,,,,
1146,P100000120763,Moon Iron & Steel Company Sohar plant,Moon Iron and Steel Company SAOC,E100000131008,Gulf Investment Corp; Oman Development Fund Company SAOC; Sultan Special Force Pension Fund,E100000000675; E100001012487; E100001012488,"Moon Iron & Steel CO S.A.O.C, P.O.BOX 59, Postal Code 327, Sohar Industrial Estate, Oman",Sohar,Al Batinah North,Oman,,"24.4094370, 56.5201340",exact,6,mothballed,1200.0,,,,2020,,,,,24.409437,56.520134,POINT (56.520134 24.409437),,0,,,,,
1147,P100000120764,Sun Metals Sur steel plant,Sun Metal Casting LLC,E100000131007,Sun Metal Casting LLC [100.0%],E100000131007 [100.0%],"Sur, Oman",Sur,Ash Sharqiyah South,Oman,,"22.6329920, 59.4169710",approximate,12,cancelled,2500.0,,,,2014,,,,,22.632992,59.416971,POINT (59.416971 22.632992),,0,,,,,
1148,P100000120765,Sohar Steel plant,Sohar Steel LLC,E100000131070,Templar Investments Ltd,E100001010331,"Sohar Industrial Port Companies, Sohar, Oman",Sohar,Al Batinah North,Oman,,"24.4998690, 56.5991110",exact,18,operating,700.0,,,,2008,,,,,24.499869,56.599111,POINT (56.599111 24.499869),,0,,,,,
1149,P100000120766,Jindal Shadeed Iron & Steel Duqm plant,Jindal Shadeed Iron & Steel LLC,E100001010329,Templar Investments Ltd,E100001010331,"Special Economic Zone, Duqm (Sezad), Oman",Duqm,Al Wusta,Oman,,"19.6402990, 57.6778660",approximate,0,construction,5000.0,4750.0,2022,2023,2026,,,,,19.640299,57.677866,POINT (57.677866 19.640299),,0,,,,,
1150,P100000120768,Aceros Arequipa Pisco steel plant,Corporacion Aceros Arequipa SA,E100000130730,Corporacion Aceros Arequipa SA [100.0%],E100000130730 [100.0%],"Carretera Panamericana Sur Km 241. Paracas. Pisco - Ica, Peru",Pisco,Ica,Peru,Latin America and the Caribbean,"-13.7886220, -76.1681730",exact,39,mothballed,850.0,80.0,,,1987,,,,,-13.788622,-76.168173,POINT (-76.168173 -13.788622),,0,,,,,
1151,P100000120768,Aceros Arequipa Pisco steel plant,Corporacion Aceros Arequipa SA,E100000130730,Corporacion Aceros Arequipa SA [100.0%],E100000130730 [100.0%],"Carretera Panamericana Sur Km 241. Paracas. Pisco - Ica, Peru",Pisco,Ica,Peru,Latin America and the Caribbean,"-13.7886220, -76.1681730",exact,39,operating,1250.0,,,,1987,,,,,-13.788622,-76.168173,POINT (-76.168173 -13.788622),,0,,,,,
1152,P100000120769,Gerdau Siderperu Chimbote steel plant,Empresa Siderurgica del Peru SAA,E100000130731,Empresa Siderurgica del Peru SAA [100.0%],E100000130731 [100.0%],Av. Santiago Antúnez de Mayolo s/n,Chimbote,Áncash,Peru,Latin America and the Caribbean,"-9.0596930, -78.6011780",exact,68,mothballed,,500.0,,,1958,,,,,-9.059693,-78.601178,POINT (-78.601178 -9.059693),,0,,,,,
1153,P100000120769,Gerdau Siderperu Chimbote steel plant,Empresa Siderurgica del Peru SAA,E100000130731,Empresa Siderurgica del Peru SAA [100.0%],E100000130731 [100.0%],Av. Santiago Antúnez de Mayolo s/n,Chimbote,Áncash,Peru,Latin America and the Caribbean,"-9.0596930, -78.6011780",exact,68,operating,750.0,,,,1958,,,,,-9.059693,-78.601178,POINT (-78.601178 -9.059693),,0,,,,,
1154,P100000120770,SteelAsia Concepcion steel plant,SteelAsia Manufacturing Corp,E100000131011,SteelAsia Manufacturing Corp [100.0%],E100000131011 [100.0%],"Concepcion, Tarlac, Philippines",Tarlac,Luzon,Philippines,South-Eastern Asia,"15.3253070, 120.6553610",approximate,,construction,1200.0,,2018-03-13 00:00:00,,2028,,,,,15.325307,120.655361,POINT (120.655361 15.325307),,0,,,,,
1155,P100000120772,SteelAsia Calaca steel plant,SteelAsia Manufacturing Corp,E100000131011,SteelAsia Manufacturing Corp [100.0%],E100000131011 [100.0%],"Phoneix Petroterminal & Industrial Park, Calaca Batangas, Region 4A (Southern Luzon), Philippines",Calaca Batangas,Southern Luzon,Philippines,South-Eastern Asia,"13.9223460, 120.8237960",exact,27,operating,500.0,,,,1999,,,,,13.922346,120.823796,POINT (120.823796 13.922346),,0,,,,,
1156,P100000120773,SteelAsia Compostela steel plant,SteelAsia Manufacturing Corp,E100000131011,SteelAsia Manufacturing Corp [100.0%],E100000131011 [100.0%],"P. Cabatingan St., Poblacion, Compostela, Cebu, Philippines",Compostela,Cebu,Philippines,South-Eastern Asia,"10.4507800, 124.0064240",exact,3,operating,1000.0,,2018-03-13 00:00:00,2019,2023,,,,,10.45078,124.006424,POINT (124.006424 10.45078),,0,,,,,
